codigo;titulo;tipo;revisao;data_revisao;data_aprovacao;setor;area;elaborador;revisor;aprovador;numero;descricao;proxima_revisao;data_validade;documentos_controlados
DEX.189;P 8.1-06 V01 - Gerenciamento de Resíduos Industriais;DEX;1;17/05/2023;17/05/2023;;;;;;;;18/05/2026;17/08/2026;Sim
DEX.190;P 8.1-08 V01 - Infor. Segurança Produtos Químicos;DEX;1;17/05/2023;17/05/2023;;;;;;;;18/05/2026;17/08/2026;Sim
DEX.191;P 8.1-16 V01 Utilização de EPIs;DEX;1;17/05/2023;17/05/2023;;;;;;;;18/05/2026;17/08/2026;Sim
DEX.192;ABNT NBR ISO 31000:2018 - Gestão de Riscos - Diretrizes;DEX;2;18/05/2023;18/05/2023;;;;;;;;18/05/2026;17/08/2026;Sim
DEX.193;Vocabulário Internacional de Metrologia - (VIM 2012);DEX;1;18/05/2023;18/05/2023;;;;;;;;18/05/2026;17/08/2026;Sim
DEX.196;Leak Rate Package for AR in Mass Production and Rx;DEX;2;05/04/2024;16/04/2024;;;;;;;;16/04/2026;15/07/2026;Sim
DEX.197;Certificado de Regularidade Técnica - Óptico - Repro - MAURILIO ROBERTO PEREIRA;DEX;2;14/03/2025;13/06/2025;;;;;;;;13/06/2026;11/09/2026;Sim
DEX.201;Decreto Nº 5711 - 23/05/2002 do Paraná PR codigo estado;DEX;0;24/05/2023;24/05/2023;;;;;;;;25/05/2026;24/08/2026;Sim
DEX.202;Certificado de Regularidade Técnica - Óptico - Optilab - RICARDO MARCEL CABRAL DE OLIVEIRA;DEX;2;20/12/2024;20/12/2024;;;;;;;;20/12/2025;20/03/2026;Sim
DEX.203;Certificado de Regularidade Técnica - Óptico - Optilab - MARCIO AUGUSTO MARTINS;DEX;2;20/12/2024;20/12/2024;;;;;;;;25/11/2026;25/11/2026;Sim
DEX.204;Decreto Estadual Nº 12.479 de 18 de outubro de 1978 - ESTADO DE SÃO PAULO;DEX;0;24/05/2023;24/05/2023;;;;;;;;25/05/2026;24/08/2026;Sim
DEX.205;Decreto Nº 5711 - 23/05/2002 do Paraná PR codigo estado;DEX;0;24/05/2023;24/05/2023;;;;;;;;25/05/2026;24/08/2026;Sim
DEX.207;Certificado de Regularidade Técnica - Óptico - Ceditop - Luiz Fernando Sturmer;DEX;2;13/02/2025;29/04/2025;;;;;;;;29/04/2026;28/07/2026;Sim
DEX.209;Decreto nº 24.492, de 28 de junho de 1934;DEX;0;24/05/2023;24/05/2023;;;;;;;;25/05/2026;24/08/2026;Sim
DEX.210;Ion Gun - 7 Passos de Rotina (MARK II e II+);DEX;3;30/05/2023;03/07/2023;;;;;;;;02/07/2026;01/10/2026;Sim
DEX.211;Lei  Nº 18.561, de 21 de Dezembro de 2022;DEX;0;31/05/2023;31/05/2023;;;;;;;;01/06/2026;28/08/2026;Sim
DEX.212;Decreto N. 24.492, de 28 de Junho de 1934 - RJ;DEX;0;31/05/2023;31/05/2023;;;;;;;;01/06/2026;28/08/2026;Sim
DEX.213;Dispensa de Licença Vigilância Sanitária - Technopark;DEX;0;01/06/2023;01/06/2023;;;;;;;;;;Não
DEX.214;Gerenciamento do Cabeçote do Cristal de Quartzo e sua Manutenção para Máquina de AR - DO-ENG-021011;DEX;0;06/06/2023;03/07/2023;;;;;;;;02/07/2026;01/10/2026;Sim
DEX.216;Medição de Densidade de Potência Ultra-Sônica para Máquina SCL - DO-ENG-02OPR-00659;DEX;1;03/07/2023;10/10/2023;;;;;;;;09/10/2025;07/01/2026;Sim
DEX.217;Medição de Densidade de Potência Ultrassônica para Máquina LVM e D - DO-ENG02-0891;DEX;3;03/07/2023;10/10/2023;;;;;;;;09/10/2025;07/01/2026;Sim
DEX.218;Configuração do SiO2 Material - ENG-02-161;DEX;2;03/07/2023;10/10/2023;;;;;;;;09/10/2025;07/01/2026;Sim
DEX.220;Modo de Operação - Configuração do material ZrO2 - DO-ENG-02-630;DEX;2;03/07/2023;10/10/2023;;;;;;;;09/10/2025;07/01/2026;Sim
DEX.221;Ta2O5 (Pentóxido de Tântalo, Tântalo(V)-Óxido) - Arquivo de configuração de material - DO-ENG-02-1313;DEX;6;03/07/2023;10/10/2023;;;;;;;;09/10/2025;07/01/2026;Sim
DEX.222;Rx Manufacturing Referential - GIB/BIG System;DEX;1;04/08/2023;04/08/2023;;;;;;;;03/08/2026;03/11/2026;Sim
DEX.223;ISTM 03 - 020 - Visual Inspection - Lens Inspection Checking Operation Mode;DEX;3;04/08/2023;04/08/2023;;;;;;;;03/08/2026;03/11/2026;Sim
DEX.224;DSX Top Coat Checking Using The Magic INK Nº500 Pen;DEX;3;08/08/2023;11/08/2023;;;;;;;;10/08/2026;09/11/2026;Sim
DEX.225;KY-130 Top Coat Checking Using The Mc Kee Zebra Pen;DEX;2;08/08/2023;11/08/2023;;;;;;;;10/08/2026;09/11/2026;Sim
DEX.226;Spectral Reflectance Measurement of Lenses With SMR - ISTM 02-016;DEX;0;15/03/2023;17/03/2023;;;;;;;;09/06/2026;08/09/2026;Sim
DEX.227;New SMR Validation;DEX;1;20/03/2018;28/03/2018;;;;;;;;10/08/2026;09/11/2026;Sim
DEX.228;ISTM 02-036 - Installation Guide SMR - System of Measurements by Reflection of AR Coatings;DEX;8;01/03/2017;01/03/2017;;;;;;;;10/08/2026;09/11/2026;Sim
DEX.230;Aquisição (Materiais/Serviços) - Laboratório Sumaré;DEX;0;21/08/2023;21/08/2023;;;;;;;;20/08/2026;18/11/2026;Sim
DEX.231;ISTM 02-026 - Operating Mode RCO2 Test;DEX;2;14/05/2018;30/05/2018;;;;;;;;28/08/2025;28/11/2025;Sim
DEX.233;ISTM 09-146 - RCO2 Test;DEX;1;16/02/2016;16/02/2016;;;;;;;;28/08/2025;28/11/2025;Sim
DEX.234;ISTM 09-018 - Ink Test;DEX;2;03/05/2018;03/05/2018;;;;;;;;28/08/2025;28/11/2025;Sim
DEX.235;ISTM 09-082 - Ink Test;DEX;3;06/07/2018;06/07/2018;;;;;;;;28/08/2025;28/11/2025;Sim
DEX.236;NX 10 Blows Test - ISTM-02-011;DEX;9;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.238;ABNT NBR ISO 8980-4:2013 Parte 4: Especificações e métodos de ensaio para revestimentos antirrefletivos;DEX;1;04/09/2023;04/09/2023;;;;;;;Válida a apartir de 08.12.2013 Óptica oftálmica — Lentes para óculos acabadas e não cortadas Parte 4: Especificações e métodos de ensaio para revestimentos antirrefletivos;03/09/2025;02/12/2025;Sim
DEX.239;ABNT NBR ISO 8980-5:2022 Parte 5: Requisitos mínimos para superfícies de lentes para óculos resistentes à abrasão;DEX;1;04/09/2023;04/09/2023;;;;;;;Óptica oftálmica - Lentes para óculos acabadas e não cortadas Parte 5: Requisitos mínimos para superfícies de lentes para óculos resistentes à abrasão;03/09/2025;02/12/2025;Sim
DEX.241;UV Monitoring Procedure - DO-ENG-02OPR-00529;DEX;2;08/04/2022;08/04/2022;;;;;;;;08/09/2025;27/12/2025;Sim
DEX.242;ART Blocker Glue Consumption;DEX;1;17/12/2018;17/12/2018;;;;;;;;27/09/2025;27/12/2025;Sim
DEX.243;Chuck Positioning Control - DO-ENG02.567;DEX;5;06/01/2022;06/01/2022;;;;;;;;06/09/2025;06/12/2025;Sim
DEX.244;Coolant Guidelines - DO-ENG02.1477;DEX;11;25/11/2022;25/11/2022;;;;;;;;25/11/2025;23/02/2026;Sim
DEX.245;Generator Calibration Procedure - DO-ENG02.0814;DEX;8;24/04/2022;24/04/2022;;;;;;;;24/09/2025;23/12/2025;Sim
DEX.246;Surface Quality Evaluation Gloss Meter Device - DO-ENG02.904;DEX;3;13/01/2016;13/01/2016;;;;;;;;15/09/2026;14/12/2026;Sim
DEX.247;VFT Orbit 1 Plano Calibration Procedure - DO-ENG-02OPR-00532;DEX;2;23/05/2022;23/05/2022;;;;;;;;23/09/2025;23/12/2025;Sim
DEX.248;VFT Orbit 2 Auto Calibration Procedure - DO-ENG02.903;DEX;2;22/03/2022;22/03/2022;;;;;;;;22/09/2025;20/12/2025;Sim
DEX.249;VFT Refrigerant Guidelines - DO-ENG02.1724;DEX;3;07/10/2022;07/10/2022;;;;;;;;07/10/2025;05/01/2026;Sim
DEX.250;VFT Orbit Preventive Maintenance - DO-ENG02.0897;DEX;3;24/08/2020;24/08/2020;;;;;;;;24/08/2026;23/11/2026;Sim
DEX.251;VFT Orbit Fast Tool Holder Adjustment - DO-ENG02.1653;DEX;4;09/11/2021;09/11/2021;;;;;;;;09/11/2025;07/02/2026;Sim
DEX.252;VFT Orbit 2 Plano Calibration Procedure - DO-ENG-02OPR-00527;DEX;2;21/05/2022;21/05/2022;;;;;;;;22/11/2025;19/12/2025;Sim
DEX.253;ICR08049 - Vx XR_v1_30052023 - VARILUX XR SERIES;DEX;1;02/10/2023;02/10/2023;;;;;;;;01/10/2025;30/12/2025;Sim
DEX.254;ART Deblocker - Gripper Force Measurement - DO-ENG-02OPR-00279;DEX;0;01/12/2019;01/12/2019;;;;;;;;22/11/2025;21/02/2026;Sim
DEX.256;ART Deblocker - Ultra Sonic Cleaning Conditions - DO-ENG-02OPR-00525;DEX;0;22/11/2023;22/11/2023;;;;;;;;21/11/2025;19/02/2026;Sim
DEX.257;ART Deblocker - Preventive Maintenance;DEX;0;01/10/2022;01/11/2023;;;;;;;;31/10/2025;29/01/2026;Sim
DEX.258;Lensmappers - Verification with Standard Mineral Lenses;DEX;2;14/06/2022;14/06/2022;;;;;;;;22/11/2025;21/02/2026;Sim
DEX.259;Coating Tank Caustic Cleaning in D-Machines - DO-ENG02.1486;DEX;2;23/11/2023;26/02/2024;;;;;;;;25/02/2026;26/05/2026;Sim
DEX.260;Limpeza Cáustica de Tanques de Primer e Revestimento em D-Machines - DO-ENG02.1486;DEX;3;28/05/2025;28/08/2025;;;;;;;;28/08/2026;26/11/2026;Sim
DEX.261;Automated Taping Machine - DO-ENG02.0892;DEX;2;26/06/2014;26/06/2014;;;;;;;;26/06/2026;25/09/2026;Sim
DEX.262;CLBS - Camera Delay Troubleshooting;DEX;0;01/01/2014;01/01/2014;;;;;;;;01/04/2026;01/07/2026;Sim
DEX.263;CLBS1 - Operating Mode;DEX;1;10/04/2012;10/04/2012;;;;;;;;10/04/2026;09/07/2026;Sim
DEX.264;CLBS2 - Montagem Porta;DEX;2;01/01/2013;01/01/2013;;;;;;;;01/04/2026;01/07/2026;Sim
DEX.265;CLBS2 - Operating Mode;DEX;1;10/04/2012;10/04/2012;;;;;;;;10/04/2026;09/07/2026;Sim
DEX.266;iCLBS2 - Acceptance and Daily Checking;DEX;0;01/08/2022;01/08/2022;;;;;;;;17/10/2025;19/01/2026;Sim
DEX.267;iCLBS1 - Operating mode;DEX;0;28/05/2014;11/06/2014;;;;;;;;11/06/2026;10/09/2026;Sim
DEX.268;CLBS - Installation Guide;DEX;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.269;CLBS - Maintenance Guide;DEX;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.270;CLBS - User Guide;DEX;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.271;iCLBS1 - Software Setup Procedure and Barcode Reader Settings;DEX;0;09/05/2014;11/06/2014;;;;;;;;11/06/2026;10/09/2026;Sim
DEX.272;Rx Consumables Catalog - DO-ENG-10CAT-00020;DEX;1;01/04/2024;01/04/2024;;;;;;;;01/04/2026;01/07/2026;Sim
DEX.273;DSPC - Measurement with a DLM - DO-ENG02.1034;DEX;2;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.274;DSPC - Sphere Error at PRP Monitoring - DO-ENG09.0269;DEX;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.276;PRA - Nikon Black Insert Drawing;DEX;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.277;PRA - Essilor Pin Drawing;DEX;0;23/11/2023;23/11/2023;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.278;PRA - Calibration and Control - DO-ENG02-0568;DEX;7;23/09/2022;23/09/2022;;;;;;;;23/09/2025;22/12/2025;Sim
DEX.279;WW RX Optical Standard;DEX;0;01/09/2007;01/09/2007;;;;;;;;31/08/2025;29/11/2025;Sim
DEX.280;Certificado de Regularidade Técnica - Óptico - Sumaré Laboratório - Karina Cristina Ribeiro;DEX;4;14/10/2025;21/10/2025;;;;;;;;;;Sim
DEX.281;Tampografia de Lentes Ray-Ban - Sumaré Laboratório;DEX;0;19/12/2023;20/12/2023;;;;;;;;19/12/2025;19/03/2026;Sim
DEX.282;Gravação Ez Marker Lentes Ray-Ban - Sumaré Laboratório;DEX;0;19/12/2023;20/12/2023;;;;;;;;19/12/2025;19/03/2026;Sim
DEX.283;MadgeTech Temperature for Check Pre-Cure and Post-Cure Ovens - DO-ENG02-1989;DEX;3;08/01/2024;26/02/2024;;;;;;;;25/02/2026;26/05/2026;Sim
DEX.284;SnO2 (Tin Oxide) - Material Setting - DO-ENG02-779;DEX;2;08/01/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.285;ITO (Indium Tin Oxide) - Material Setting - ENG02-165;DEX;4;08/01/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.286;MgF2 - Material Setting - ENG02-167;DEX;0;08/01/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.287;MgO - Material Setting - ENG02-166;DEX;2;08/01/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.288;DSX - Material Setting - DO-ENG02-0160;DEX;0;08/01/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.289;A.C.D.C. AR Color Distribution Control (MP & Rx) - DO-ENG02-1673;DEX;5;09/01/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.290;Medição de Contagem de Partícula - KANOMAX;DEX;0;26/02/2024;08/11/2024;;;;;;;;08/11/2025;06/02/2026;Sim
DEX.291;Calibration and Cross-Checks in the Labs;DEX;1;14/03/2024;26/11/2024;;;;;;;;26/11/2025;24/02/2026;Sim
DEX.292;ICR 08-048 - International Control Requirements - MC6 AR Control;DEX;1;14/03/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.293;ICR 08-046 - AR Control Plan in Rx Labs;DEX;1;14/03/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.296;ICR 08-043 - International Control Requirements - Titanium AR Control;DEX;4;14/03/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.297;ICR 08-040 - International Control Requirements - Mirrors Control in Rx Labs;DEX;3;14/03/2024;17/01/2025;;;;;;;;17/01/2026;17/04/2026;Sim
DEX.298;ICR 08-041 - International Control Requirements - HC Control Plan in Rx Labs;DEX;3;14/03/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.299;ICR 08-045 - International Control Requirements - Scratch Shields (Sun XProtect) AR Control;DEX;3;14/08/2024;17/01/2025;;;;;;;;17/01/2026;17/04/2026;Sim
DEX.300;Résistance à la Chute de Bille FDA - ISTM-02028-05-F;DEX;5;14/03/2024;26/11/2024;;;;;;;;26/11/2025;24/02/2026;Sim
DEX.301;ISTM-02028 - FDA Drop Ball Impact Resistance;DEX;5;14/03/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.302;Plan&Transform Gap analysis_ Laboratório - Sigla Estado - Brazil;DEX;16;29/07/2025;01/08/2025;;;;;;;;01/08/2026;30/10/2026;Sim
DEX.305;Calibração - Orbit II;DEX;0;27/03/2024;08/04/2024;;;;;;;;08/04/2026;07/07/2026;Sim
DEX.307;Liberação Diária (DRL) - Art Blocker;DEX;0;27/03/2024;08/04/2024;;;;;;;;08/04/2026;07/07/2026;Sim
DEX.308;Troubleshoot - Alloy e LensMapper - DSPC;DEX;0;17/04/2024;10/07/2024;;;;;;;;10/07/2026;09/10/2026;Sim
DEX.309;Troubleshoot - Alloy y LensMapper - DSPC;DEX;0;17/04/2024;10/07/2024;;;;;;;;10/07/2026;09/10/2026;Sim
DEX.310;Caustic Cleaning of Primer and Coating Tanks in SCL Machines - DO-ENG02.1728;DEX;2;16/06/2025;07/11/2025;;;;;;;;08/11/2025;15/06/2026;Sim
DEX.311;ABNT NBR ISO 14001:2015 - Sistemas de Gestão Ambiental - Requisitos com Orientações para Uso;DEX;3;10/06/2015;10/06/2015;;;;;;;;;;Não
DEX.312;ABNT NBR 14725 - Produtos Químicos - Informações sobre Segurança, Saúde e Meio Ambiente;DEX;1;28/02/2024;28/02/2024;;;;;;;;27/02/2026;28/05/2026;Sim
DEX.314;ART Blocker A - Axis Adjustment;DEX;0;30/07/2018;30/07/2018;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.315;ART Blocker A - Machine Calibration;DEX;0;30/07/2018;30/07/2018;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.316;ART Blocker A - Video Calibration;DEX;0;30/07/2024;30/07/2024;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.317;ART Deblocker 2 - Calibration of the Collet Chuck Height;DEX;0;31/10/2022;31/10/2022;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.318;ART Deblocker 2 - Nozzle Calibration by Chuck;DEX;0;30/11/2023;30/11/2023;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.319;Multi FLEX - B-Axis and X-Axis Alignment;DEX;0;30/07/2024;30/07/2024;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.320;Multi FLEX - C-Axis Alignment;DEX;0;30/07/2024;30/07/2024;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.321;Multi FLEX - Loading System Alignment;DEX;0;30/07/2024;30/07/2024;;;;;;;;30/07/2026;28/10/2026;Sim
DEX.325;GQS-LIS-001 - GQS Applicable Documents;DEX;7;14/08/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.327;Procedure: On Site DSPC(Digital Surfacing Process Control)- DO-ENG08.0017;DEX;4;14/08/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.328;ICR 08046 - AR Control Plan in Rx Labs;DEX;0;14/08/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.329;ISTM-02028-FDA Drop Ball Impact Resistance;DEX;5;14/08/2024;26/08/2024;;;;;;;;26/08/2026;24/11/2026;Sim
DEX.335;GQS-LIS-003 Returns Motives List;DEX;2;14/08/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.336;GQS-LIS-004 List of Global QMS Qualified Auditors 2024;DEX;2;14/08/2024;17/01/2025;;;;;;;;17/01/2026;17/04/2026;Sim
DEX.338;ICR 08-045 - International Control Requirements - Scratch Shields (Sun XProtect) AR Control;DEX;3;14/08/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.341;Manual DIG 3.0.4;DEX;0;20/08/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.343;ISTM02020 - Inspeção Cosmética;DEX;4;20/08/2024;21/05/2025;;;;;;;;21/05/2026;19/08/2026;Sim
DEX.344;DO-QUA-I 01.070_ Rx Cosmetic Calibration Procedure;DEX;0;09/09/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.345;Operating Procedure of Sandblasting - DO-ENG-02OPR-00920;DEX;1;19/09/2024;08/11/2024;;;;;;;;08/11/2025;06/02/2026;Sim
DEX.346;Lens Clipping and Basket Loading for Dip Rx Process - DO-ENG02-0486;DEX;6;02/10/2024;08/11/2024;;;;;;;;08/11/2025;06/02/2026;Sim
DEX.347;Manual DIG 3.0.4_ Português;DEX;0;18/11/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.348;Manual DIG 3.0.4_ Espanhol;DEX;0;18/11/2024;22/11/2024;;;;;;;;22/11/2025;20/02/2026;Sim
DEX.349;Thickness Measurement of Hard Coat or Monolayer with the SMR - ISTM-02-017;DEX;7;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.350;Checking of SMR for Reflectance Measurement of Lenses - ISTM-03-016;DEX;12;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.351;Checking of N10 Blows Equipment - ISTM-03-077;DEX;0;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.352;Auditoria do Método de Teste - Cross Hatch Teste Adesão - QUA-TM-AUD-079;DEX;2;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.353;Auditoria de Método de Teste - Ink Test - QUA-TM-AUD-077;DEX;1;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.354;Auditoria de Método de Teste - NX10 - QUA-TM-AUD-076;DEX;1;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.355;Supply Sheet - RCO2 Test - QUA-TM-SUP-005;DEX;1;11/03/2025;11/03/2025;;;;;;;;11/03/2026;11/06/2026;Sim
DEX.356;Auditoria de Método de Teste - RC02 - QUA-TM-AUD-075;DEX;1;11/03/2025;11/03/2025;;;;;;;;11/03/2026;09/06/2026;Sim
DEX.357;Aprovação, Liberação ou Reprovação dos Testes de Qualidade - LATAM-PR-QMS-07;DEX;0;11/03/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.358;Certificado de Regularidade Técnica - Óptico - digiTOP - Silvério Trzaskos;DEX;0;17/03/2025;23/04/2025;;;;;;;;23/04/2026;22/07/2026;Sim
DEX.359;Template Máquina D Rx AEL - M1.6 Ajuste e acompanhamento - DO-ENG02.1348;DEX;0;04/04/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.360;Template Máquinas CDC-CDS 1000 - M1.6 Ajuste e acompanhamento - DO-ENG02.1348;DEX;0;04/04/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.361;ISTM 09-023-02-E/F Top coat control using arcotec ink 30mn/m;DEX;0;09/09/2021;15/11/2021;;;;;;;;22/04/2026;22/07/2026;Sim
DEX.362;Medição da Reflexão de Lentes com AR Usando SMR - QUA-FORM-002-08;DEX;0;22/04/2025;22/04/2025;;;;;;;Para o sistema de classificação, aqui está uma explicação: 0 Nenhum impacto no teste 1 Impacto no desempenho das lentes sem impacto no cliente 2 Impacto no desempenho das lentes com impacto no cliente CA em revisão;22/04/2026;21/07/2026;Sim
DEX.363;Testes AR - LATAM-FR-QMS-13;DEX;1;22/04/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.364;Medição da Espessura de HC Usando SMR - QUA-FORM-002-09;DEX;0;22/04/2025;22/04/2025;;;;;;;;22/04/2026;21/07/2026;Sim
DEX.365;Gestão de Desvios - LATAM-PR-QMS-08;DEX;0;25/04/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.366;Gerenciamento de Risco de Processo (para Fabricação) - GQS-TEMP-015;DEX;0;25/04/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.367;Solicitação de Desvio - GQS-TEMP-032;DEX;4;25/04/2025;30/05/2025;;;;;;;;30/05/2026;28/08/2026;Sim
DEX.368;Limpeza cáustica de tanques de primer e revestimento em máquinas SCL - DO.ENG02.1728;DEX;2;16/06/2025;07/11/2025;;;;;;;;;15/06/2026;Sim
DEX.369;A1100 Tank Cleaning Procedure for D Machines - DO-ENG-02OPR-00959;DEX;3;23/07/2025;07/11/2025;;;;;;;;;07/08/2026;Sim
DEX.370;A1100 Preparation and Management in D-Machines - DO-ENG-02OPR-00958;DEX;3;23/07/2025;07/11/2025;;;;;;;;;07/08/2026;Sim
DEX.371;Procedure For Vaccum Gauge Calibration (MP&Rx) - DO-ENG02.0798;DEX;5;25/07/2025;28/08/2025;;;;;;;;28/08/2026;26/11/2026;Sim
DEX.372;RX Lens Inspection List of Lens Defects - ISTM 01.068;DEX;1;30/07/2025;01/08/2025;;;;;;;;01/08/2026;30/10/2026;Sim
DOC.EHS.011;EPI's Coating;DOC;3;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.012;EPI's Estoque;DOC;2;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.013;EPI's Manutenção;DOC;2;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.014;EPI's Setor Limpeza;DOC;2;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.015;EPI's Montagem;DOC;2;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.016;EPI's Coloração;DOC;2;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.017;EPI's Surfaçagem;DOC;2;15/12/2023;15/12/2023;;;;;;;;14/12/2025;14/03/2026;Sim
DOC.EHS.018;EPI;DOC;2;07/05/2024;10/05/2024;;;;;;;;11/05/2026;10/08/2026;Sim
DOC.EHS.019;Qualificação Ambiental em Fornecedores e Prestadores de Serviços;DOC;0;09/04/2021;22/07/2021;;;;;;;;13/10/2025;29/12/2025;Sim
DOC.EHS.020;Procedimento Gestão de Resíduos;DOC;2;22/09/2023;25/09/2023;;;;;;;;24/09/2025;23/12/2025;Sim
DOC.EHS.024;Circular Interna de Implantação do PPR;DOC;0;27/09/2021;07/12/2021;;;;;;;;20/05/2026;20/08/2026;Sim
DOC.EHS.025;Limpeza, Higienização e Manutenção;DOC;0;27/09/2021;07/12/2021;;;;;;;;20/05/2026;20/08/2026;Sim
DOC.EHS.026;Troca de Filtros;DOC;0;27/09/2021;07/12/2021;;;;;;;;20/05/2026;21/08/2026;Sim
DOC.EHS.029;Modelo de Programa de Proteção Respiratória;DOC;0;28/09/2021;07/12/2021;;;;;;;;20/05/2026;20/08/2026;Sim
DOC.EHS.030;Avaliação Química da Concentração dos Contaminantes;DOC;0;28/09/2021;07/12/2021;;;;;;;;22/05/2026;21/08/2026;Sim
DOC.EHS.031;Procedimento de Limpeza nos Bebedouros;DOC;0;28/09/2021;07/12/2021;;;;;;;;20/05/2026;20/08/2026;Sim
DOC.EHS.032;Gestão de Contratados;DOC;0;28/09/2021;07/12/2021;;;;;;;;20/05/2026;20/08/2026;Sim
DOC.EHS.033;Programa de Proteção Respiratória;DOC;1;17/04/2024;22/08/2024;;;;;;;;21/08/2026;19/11/2026;Sim
DOC.EHS.034;Política do Papel Ambientalmente Responsável;DOC;0;18/10/2021;21/10/2021;;;;;;;;19/01/2026;19/04/2026;Sim
DOC.EHS.035;Formulário de Aprovação de Produtos Químicos;DOC;0;25/11/2021;25/11/2021;;;;;;;;17/02/2026;15/05/2026;Sim
DOC.EHS.036;Tabela de Incompatibilidade Química;DOC;0;25/11/2021;25/11/2021;;;;;;;;17/02/2026;15/05/2026;Sim
DOC.EHS.037;Lista de Produtos Químicos Aprovados;DOC;0;25/11/2021;25/11/2021;;;;;;;;17/02/2026;15/05/2026;Sim
DOC.EHS.038;Inventário de Produtos Químicos;DOC;0;25/11/2021;25/11/2021;;;;;;;;17/02/2026;15/05/2026;Sim
DOC.EHS.039;Gestão de Produtos Químicos;DOC;0;25/11/2021;25/11/2021;;;;;;;;17/02/2026;15/05/2026;Sim
DOC.EHS.040;Bloqueio e Etiquetagem - LOTO;DOC;0;28/12/2021;28/12/2021;;;;;;;;09/06/2026;08/09/2026;Sim
